,Expected,Predicted
633,1,1
634,1,1
635,1,1
636,1,1
637,1,1
638,0,0
639,0,0
640,0,0
641,1,1
642,1,1
643,0,0
644,0,0
645,0,0
646,1,1
647,1,1
648,1,1
649,0,0
650,0,0
651,1,1
652,0,0
653,1,1
654,1,1
655,0,0
656,0,0
657,1,1
658,0,0
659,1,1
660,0,0
661,1,1
662,0,0
663,1,1
664,1,1
665,1,1
666,1,1
667,0,0
668,0,0
669,0,0
670,1,1
671,1,1
672,0,0
673,1,1
674,0,0
675,1,1
676,1,1
677,0,0
678,0,0
679,0,0
680,0,0
681,1,1
682,0,0
683,1,1
684,0,0
685,1,1
686,0,0
687,1,1
688,1,1
689,1,1
690,1,1
691,0,0
692,1,1
693,0,0
694,0,0
695,1,1
696,0,0
697,1,1
698,1,1
699,1,1
700,1,1
701,0,0
702,1,1
703,0,0
704,1,1
705,1,1
706,0,0
707,1,1
708,1,1
709,0,0
710,1,1
711,0,0
712,0,0
713,1,1
714,1,1
715,1,1
716,0,0
717,1,1
718,0,0
719,1,1
720,1,1
721,1,1
722,0,0
723,1,1
724,1,1
725,0,0
726,0,0
727,0,0
728,0,0
729,1,1
730,1,1
731,1,1
732,1,1
733,1,1
734,1,1
735,1,1
736,0,0
737,0,0
738,1,1
739,0,0
740,1,1
741,1,1
742,1,1
743,1,1
744,1,1
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,1,1
752,1,1
753,1,1
754,0,0
755,1,1
756,0,0
757,0,0
758,1,1
759,1,1
760,0,0
761,1,1
762,1,1
763,0,0
764,1,1
765,1,1
766,1,1
767,0,0
768,1,1
769,1,1
770,1,1
771,1,1
772,1,1
773,0,0
774,1,1
775,0,0
776,1,1
777,1,1
778,0,0
779,1,1
780,1,1
781,1,1
782,1,1
783,1,1
784,1,1
785,1,1
786,0,0
787,1,1
788,1,1
789,1,1
790,1,1
791,1,1
792,1,1
793,0,0
794,1,1
795,1,1
796,1,1
797,1,1
798,0,0
799,1,1
800,0,0
801,1,1
802,1,1
803,1,1
804,1,1
805,1,1
806,1,1
807,1,1
808,0,0
809,1,1
810,1,1
811,1,1
812,0,0
813,0,0
814,0,0
815,1,1
816,1,1
817,1,1
818,0,0
819,1,1
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,1,1
828,0,0
829,1,1
830,1,1
831,0,0
832,1,1
833,0,0
834,1,1
835,1,1
836,0,0
837,1,1
838,0,0
839,1,1
840,0,0
841,1,1
842,1,1
843,1,1
844,0,0
845,1,1
846,0,0
847,1,1
848,1,1
849,1,1
850,1,1
851,1,1
852,1,1
853,1,1
854,0,0
855,1,1
856,1,1
857,1,1
858,1,1
859,1,1
860,0,0
861,1,1
862,0,0
863,1,1
864,1,1
865,0,0
866,0,0
867,0,0
868,1,1
869,1,1
870,0,0
871,0,0
872,1,1
873,0,0
874,1,1
875,1,1
876,1,1
877,1,1
878,0,0
879,1,1
880,0,0
881,0,0
882,0,0
883,0,0
884,1,1
885,0,0
886,0,0
887,0,0
888,0,0
889,1,1
890,1,1
891,0,0
892,0,0
893,1,1
894,0,0
895,1,1
896,0,0
897,1,1
898,1,1
899,0,0
900,1,1
901,1,1
902,0,0
903,1,1
904,0,0
905,0,0
906,1,1
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,1,1
913,0,1
914,0,0
915,1,1
916,1,1
917,1,1
918,0,0
919,1,1
920,0,0
921,1,1
922,1,1
923,0,0
924,0,0
925,1,1
926,1,1
927,1,1
928,1,1
929,1,1
930,1,1
931,0,0
932,1,1
933,1,1
934,1,1
935,1,1
936,0,0
937,1,1
938,1,1
939,0,0
940,0,0
941,0,0
942,1,1
943,1,1
944,1,1
945,0,0
946,1,1
947,0,0
948,0,0
949,1,1
950,1,1
951,0,0
952,0,0
953,0,0
954,1,1
955,1,1
956,1,1
957,1,1
958,1,1
959,1,1
960,1,1
961,1,1
962,1,1
963,0,0
964,1,1
965,1,1
966,1,1
967,1,1
968,1,1
969,1,1
970,0,0
971,1,1
972,0,0
973,1,1
974,1,1
975,0,0
976,0,0
977,1,1
978,0,0
979,0,0
980,1,1
981,1,1
982,1,1
983,1,1
984,1,1
985,1,1
986,1,1
987,0,0
988,1,1
989,0,0
990,0,0
991,0,0
992,0,0
993,1,1
994,1,1
995,0,0
996,1,1
997,1,1
998,1,1
999,1,1
1000,0,0
1001,1,1
1002,0,0
1003,1,1
1004,1,1
1005,1,1
1006,1,1
1007,0,0
1008,1,1
1009,1,1
1010,0,0
1011,1,1
1012,1,1
1013,1,1
1014,0,0
1015,0,0
1016,1,1
1017,1,1
1018,1,1
1019,1,1
1020,1,1
1021,0,0
1022,1,1
1023,1,1
1024,1,1
1025,1,1
1026,0,0
1027,0,0
1028,0,0
1029,0,0
1030,1,1
1031,0,0
1032,0,0
1033,1,1
1034,1,1
1035,1,1
1036,1,1
1037,1,1
1038,1,1
1039,1,1
1040,1,1
1041,1,1
1042,1,1
1043,1,1
1044,0,0
1045,1,1
1046,1,1
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,1,1
1052,0,0
1053,1,1
1054,0,0
1055,1,1
1056,0,0
1057,1,1
1058,0,0
1059,1,1
1060,1,1
1061,0,0
1062,1,1
1063,0,0
1064,1,1
1065,1,1
1066,0,0
1067,1,1
1068,1,1
1069,1,1
1070,0,0
1071,0,0
1072,0,0
1073,1,1
1074,1,1
1075,0,0
1076,0,0
1077,0,0
1078,0,0
1079,1,1
1080,0,0
1081,0,0
1082,1,1
1083,0,0
1084,1,1
1085,1,1
1086,1,1
1087,1,1
1088,1,1
1089,1,1
1090,1,1
1091,0,0
1092,1,1
1093,0,0
1094,0,0
1095,1,1
1096,0,0
1097,1,1
1098,0,0
1099,1,1
1100,1,1
1101,1,1
1102,1,1
1103,0,0
1104,0,0
1105,0,0
1106,1,1
1107,0,0
1108,0,0
1109,0,0
1110,0,0
1111,1,1
1112,1,1
1113,0,0
1114,1,1
1115,1,1
1116,0,0
1117,0,0
1118,0,0
1119,1,1
1120,0,0
1121,1,1
1122,1,1
1123,1,1
1124,1,1
1125,1,1
1126,1,1
1127,1,1
1128,0,0
1129,0,0
1130,1,1
1131,1,1
1132,0,0
1133,0,0
1134,0,0
1135,0,0
1136,1,1
1137,0,0
1138,1,1
1139,1,1
1140,0,0
1141,0,0
1142,0,0
1143,1,1
1144,0,0
1145,1,1
1146,1,1
1147,1,1
1148,1,1
1149,0,0
1150,1,1
1151,0,0
1152,0,0
1153,1,1
1154,0,0
1155,1,1
1156,1,1
1157,0,0
1158,1,1
1159,1,1
1160,1,1
1161,1,1
1162,1,1
1163,0,0
1164,0,0
1165,1,1
1166,0,0
1167,0,0
1168,1,1
1169,1,1
1170,1,1
1171,1,1
1172,1,1
1173,1,1
1174,0,0
1175,1,1
1176,1,1
1177,1,1
1178,1,1
1179,1,1
1180,1,1
1181,1,1
1182,1,1
1183,0,0
1184,0,0
1185,1,1
1186,1,1
1187,1,1
1188,0,0
1189,0,0
1190,0,0
1191,0,0
1192,1,1
1193,0,0
1194,1,1
1195,1,1
1196,1,1
1197,0,0
1198,0,0
1199,1,1
1200,0,0
1201,1,1
1202,1,1
1203,0,0
1204,1,1
1205,1,1
1206,1,1
1207,1,1
1208,1,1
1209,1,1
1210,1,1
1211,1,1
1212,1,1
1213,0,0
1214,1,1
1215,1,1
1216,1,1
1217,1,1
1218,1,1
1219,0,0
1220,1,1
1221,1,1
1222,1,1
1223,1,1
1224,0,0
1225,0,0
1226,0,0
1227,0,0
1228,1,1
1229,0,0
1230,1,1
1231,1,1
1232,0,0
1233,0,0
1234,1,1
1235,0,0
1236,1,1
1237,0,0
1238,0,0
1239,0,0
1240,1,1
1241,0,0
1242,0,0
1243,0,0
1244,1,1
1245,0,0
1246,1,1
1247,1,1
1248,1,1
1249,0,0
1250,0,0
1251,0,0
1252,0,0
1253,0,0
1254,1,1
1255,1,1
1256,1,1
1257,0,0
1258,1,1
1259,0,0
1260,0,0
1261,1,1
1262,0,0
1263,0,0
1264,1,1
1265,1,1
1266,1,1
1267,1,1
1268,1,1
1269,0,0
1270,0,0
1271,1,1
1272,0,0
1273,0,0
1274,1,1
1275,1,1
1276,0,0
1277,0,0
1278,0,0
1279,1,1
1280,0,0
1281,0,0
1282,1,1
1283,1,1
1284,1,1
1285,0,0
1286,1,1
1287,0,0
1288,0,0
1289,0,0
1290,1,1
1291,1,1
1292,1,1
1293,1,1
1294,0,0
1295,1,1
1296,1,1
1297,0,0
1298,1,1
1299,0,0
1300,0,0
1301,1,1
1302,0,0
1303,1,1
1304,0,0
1305,1,1
1306,0,0
1307,1,1
1308,1,1
1309,1,1
1310,0,0
1311,1,1
1312,0,0
1313,0,0
1314,0,0
1315,0,0
1316,0,0
1317,0,0
1318,0,0
1319,1,1
1320,1,1
1321,1,1
1322,1,1
1323,0,0
1324,1,1
1325,0,0
1326,1,1
1327,1,1
1328,1,1
1329,0,0
1330,1,1
1331,1,1
1332,1,1
1333,1,1
1334,0,0
1335,1,1
1336,1,1
1337,0,0
1338,1,1
1339,0,0
1340,1,1
1341,1,1
1342,0,0
1343,0,0
1344,0,0
1345,1,1
1346,0,0
1347,0,0
1348,1,1
1349,0,0
1350,0,0
1351,0,0
1352,1,1
1353,0,0
1354,1,1
1355,0,0
1356,1,1
1357,1,1
1358,1,1
1359,0,0
1360,0,0
1361,0,0
1362,1,1
1363,0,0
1364,0,0
1365,1,1
1366,1,1
1367,1,1
1368,1,1
1369,1,1
1370,0,0
1371,1,1
1372,0,0
1373,1,1
1374,1,1
1375,0,0
1376,1,1
1377,0,0
1378,1,1
1379,1,1
1380,1,1
1381,0,0
1382,1,1
1383,1,1
1384,1,1
1385,1,1
1386,1,1
1387,0,0
1388,0,0
1389,1,1
1390,1,1
1391,0,0
1392,1,1
1393,0,0
1394,0,0
1395,0,0
1396,1,1
1397,1,1
1398,1,1
1399,0,0
1400,1,1
1401,1,1
1402,1,1
1403,1,1
1404,1,1
1405,0,0
1406,1,1
1407,0,0
1408,1,1
1409,1,1
1410,1,1
1411,1,1
1412,1,1
1413,1,1
1414,0,0
1415,0,0
1416,1,1
1417,1,1
1418,0,0
1419,1,1
1420,1,1
1421,0,0
1422,1,1
1423,0,0
1424,1,1
1425,1,1
1426,0,0
1427,1,1
1428,0,0
1429,0,0
1430,1,1
1431,0,0
1432,0,0
1433,1,1
1434,1,1
1435,1,1
1436,1,1
1437,0,0
1438,1,1
1439,0,0
1440,1,1
1441,1,1
1442,0,0
1443,1,1
1444,1,1
1445,1,1
1446,0,0
1447,0,0
1448,1,1
1449,0,0
1450,1,1
1451,1,1
1452,1,1
1453,0,0
1454,1,1
1455,1,1
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,1,1
1461,1,1
1462,1,1
1463,1,1
1464,0,0
1465,1,1
1466,1,1
1467,1,1
1468,1,1
1469,0,0
1470,1,1
1471,0,0
1472,1,1
1473,0,0
1474,0,0
1475,1,1
1476,0,0
1477,1,1
1478,1,1
1479,1,1
1480,1,1
1481,0,0
1482,1,1
1483,0,0
1484,1,1
1485,1,1
1486,1,1
1487,1,1
1488,0,0
1489,1,1
1490,0,0
1491,1,1
1492,1,1
1493,1,1
1494,1,1
1495,0,0
1496,0,0
1497,1,1
1498,0,0
1499,0,0
1500,0,0
1501,1,1
1502,1,1
1503,1,1
1504,0,0
1505,1,1
1506,0,0
1507,1,1
1508,0,0
1509,0,0
1510,0,0
1511,1,1
1512,0,0
1513,0,0
1514,1,1
1515,0,0
1516,1,1
1517,1,1
1518,1,1
1519,1,1
1520,1,1
1521,0,0
1522,0,0
1523,1,1
1524,0,0
1525,0,0
1526,1,1
1527,0,0
1528,1,1
1529,1,1
1530,1,1
1531,1,1
1532,0,0
1533,0,0
1534,1,1
1535,1,1
1536,0,0
1537,1,1
1538,1,1
1539,0,0
1540,1,1
1541,1,1
1542,1,1
1543,1,1
1544,1,1
1545,1,1
1546,0,0
1547,0,0
1548,1,1
1549,1,1
1550,1,1
1551,0,0
1552,0,0
1553,0,0
1554,1,1
1555,0,0
1556,1,1
1557,1,1
1558,0,0
1559,0,0
1560,0,0
1561,1,1
1562,1,1
1563,1,1
1564,0,0
1565,1,1
1566,1,1
1567,1,1
1568,0,0
1569,0,0
1570,0,0
1571,1,1
1572,1,1
1573,1,1
1574,0,0
1575,1,1
1576,0,0
1577,1,1
1578,1,1
1579,1,1
1580,1,1
1581,1,1
1582,0,0
1583,1,1
1584,0,0
1585,1,1
1586,1,1
1587,1,1
1588,1,1
1589,1,1
1590,0,0
1591,0,0
1592,1,1
1593,1,1
1594,0,0
1595,0,0
1596,0,0
1597,1,1
1598,1,1
1599,0,0
1600,1,1
1601,0,0
1602,0,0
1603,0,0
1604,1,1
1605,0,0
1606,1,1
1607,1,1
1608,1,1
1609,1,1
1610,0,0
1611,1,1
1612,0,0
1613,1,1
1614,1,1
1615,1,1
1616,1,1
1617,1,1
1618,0,0
1619,1,1
1620,1,1
1621,1,1
1622,1,1
1623,1,1
1624,1,1
1625,0,0
1626,1,1
1627,0,0
1628,1,1
1629,0,0
1630,0,0
1631,0,0
1632,1,1
1633,1,1
1634,1,1
1635,0,0
1636,0,0
1637,0,0
1638,1,1
1639,0,0
1640,1,1
1641,1,1
1642,1,1
1643,1,1
1644,1,1
1645,0,0
1646,1,1
1647,1,1
1648,0,0
1649,0,0
1650,0,0
1651,0,0
1652,1,1
1653,1,1
1654,1,1
1655,0,0
1656,0,0
1657,1,1
1658,1,1
1659,1,1
1660,1,1
1661,1,1
1662,1,1
1663,0,0
1664,1,1
1665,1,1
1666,1,1
1667,1,1
1668,0,0
1669,0,0
1670,1,1
1671,1,1
1672,0,0
1673,0,0
1674,1,1
1675,0,0
1676,1,1
1677,1,1
1678,1,1
1679,0,0
1680,1,1
1681,1,1
1682,1,1
1683,0,0
1684,1,1
1685,1,1
1686,1,1
1687,0,0
1688,0,0
1689,1,1
1690,1,1
1691,1,1
1692,0,0
1693,0,0
1694,0,0
1695,0,0
1696,1,1
1697,0,0
1698,1,1
1699,0,0
1700,1,1
1701,1,1
1702,0,0
1703,0,0
1704,1,1
1705,0,0
1706,1,1
1707,0,0
1708,1,1
1709,1,1
1710,1,1
1711,0,1
1712,0,0
1713,0,0
1714,1,1
1715,1,1
1716,0,0
1717,1,1
1718,1,1
1719,0,0
1720,1,1
1721,0,0
1722,1,1
1723,1,1
1724,1,1
1725,1,1
1726,1,1
1727,0,0
1728,1,1
1729,0,0
1730,0,0
1731,1,1
1732,1,1
1733,1,1
1734,0,0
1735,1,1
1736,0,0
1737,0,0
1738,1,1
